No,Nama,Rating,Comments,links
56,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,2,Untung muraaah! Pas dibuka copot susah dipasangnya dan gak full. Kacamatanya bau banget aslikkkk!,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
57,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,4,Tidak mengecewakan.. Harga mungkin murah.. Tapi barangnya mewah..,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
58,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,4,Barang sampai dengan aman. But aku gak sukanya ternyata frame nya besar banget n diameter kacamatanya agak kekecilan buat aku,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
59,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,1,Kecewa banget Ama barangnya sebenarnya kualitas untuk kacamata nya bagus tapi percuma kalo gagang penyangga nya ga ada ga bisa dipakai,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
60,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,5,Bagus . pengiriman cepat . packing aman dengan buble wrap ,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
61,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Ni barang recomennded si cuman lama ngirimnya,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
62,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Product lumayan bagus.,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
63,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Kacamatanya gak seimbang/ jingjit pas dipake miring,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
64,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Kurang memuaskan .karena barang datang tidak sesuai yang dipesan . kalau emng nggak ada ya jangan dikirim . pemesanan kan berharap nya barang datang sesuai keinginan .ini malah beda!!!,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
65,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,2,Pengirimannya lama banget kesel ,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
66,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,2,Yang di order kuning dan grey tapi yg dateng grey dan pink.,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
67,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,4,Lumayan murah sesuai hrgnya..,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
68,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,4,Bagus bngt guys  .sebanding lah dengan harga nya  .sukses selalu bos,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
69,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,1,salah warna,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
70,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,5,Barang sesuai dengan yang diharapkan,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
71,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,pengiriman lambat wajar kali ya dari kuar negri . tapi its okey. kacamatanya bagus,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
72,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Pesen yang grey malah dateng yang brown,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
73,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Pesan C10 malah dikirim C9 yang salah tiga kacamata,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
74,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,3,Pengiriman lambat,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
75,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,2,Warna pesanan tidak sesuai dengan yang di kirim,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
76,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,2,beli kuning datengnya pink,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
77,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,4,Bgus banget barang dateng ga mengecewakan pokoknya. Recomended bgt buat jalan. Kualitasnya ga kaleng2. Thx,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
78,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,4,Barang sangat bagus . . walaupun pengiriman nya agak lama tapi puas saya,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
79,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,1,Paketnya nyasar ke rumah orang . udh malah jelek lagii hadeuh gua saranin jangan ada yang beli,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
80,Kacamata Hitam Bentuk Persegi Panjang Gaya Retro Vintage Untuk Wanita,5,Premium banget kacamatanyaa. Frame tebel nggak takut patah keliatan kuat bgt. Sebagus ini dong,https://shopee.co.id/Kacamata-Hitam-Bentuk-Persegi-Panjang-Gaya-Retro-Vintage-Untuk-Wanita-i.742235215.16954504636?sp_atk=301729f1-4239-4c24-8016-848d91427f05&xptdk=301729f1-4239-4c24-8016-848d91427f05
81,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,3,Sebenarnya bagus si tp kegedean,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
82,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,3,Sbnrnnya bentuknya gada masalah tp di kaca bag kiri ada cacat dan mengganggu pandangan gabisa hilang,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
83,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,5,Baru pertama kali pesan di toko ini . barang datang sesuai pesanan ga ada yang salah . modelnya bagus . kualitas bagus sesuai ekspektasi . harga murah tapi ga murahan,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
84,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,4,Brg SDH diterima ... Packing kurang sefty ga ada pelindung bubble wrap ... Gagang ny agak penyok tp bs diperbaiki sendiri ... Tq shopee seller and babang kurir sukses selalu,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
85,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,2,Tidak sesuai pesanan .,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
86,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,5,Sudah langganan ya . . .jadi tetep barangny ok banget . . .ga di ragukan lagi . . . .mantullll makasi,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
87,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,4,Lumayan sesuai harga lensanya engga yg gelap banget mata masih terlihat transparan gitu. Pengiriman lumayan gak lama kok kehitung cuma 7 hari...makasih,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
88,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,4,Kaca matanya baguss suka banget terimakasih yaa,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
89,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,1,Barang dtg hanya 1 pdahal pesan 2 parah bgtt ngga berkah jualannya.,https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
90,Kacamata Hitam Bingkai Bulat Bahan Logam Untuk Pria Dan Wanita,5,"Paket sudah di terima packing rapih . pengiriman lumayan cepat sih semingguan lah . maklum dari luar negeri . produknya bagus bahannya tebal koko kuat . udah lama mau beli yg medel coklat ini ga jadi"" baru ini tercapai beli . suka banget tinggal ganti ke lensa minus nya . krn matanya minus . Trimakasih seller & kurir yg ramah",https://shopee.co.id/Kacamata-Hitam-Bingkai-Bulat-Bahan-Logam-Untuk-Pria-Dan-Wanita-i.47678487.17234728390?sp_atk=090ab388-aa92-4166-987e-53bf48dd7b38&xptdk=090ab388-aa92-4166-987e-53bf48dd7b38
91,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,3,Sy kira warna lensanya smoke gitu ternyata silver :),https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
92,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,3,Kecewa dikit sma gagangnya gk bisa dilipat pdhl baru dipakai,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
93,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,3,mesennya item silver datengnya item gold,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
94,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,3,Framenya pas tp batangnya ada yg melengkung,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
95,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,2,Pengiriman 2mnggu lebih..,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
96,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,2,Baru Dateng langsng patah pas di buka !!,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
97,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,4,Bagus sih . tpi agak kurang aja gtu klo buat cowo wkwkwk . terpaksa kasih org deh . lain kali bakalan lebih teliti lagi thx,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
98,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,4,Gk bakal nyesel harga murah kualitas gk murahan,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
99,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,1,Kegedean longgar banget gak bisa di pake,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
100,Kacamata Hitam Pria / Wanita Model Retro Vintage Frame Bulat,5,Pengiriman lumayan lama da emg dr luar negri tapi ngga mengecewakan sih . kualitasnya Bagus sesuai ekspektasi .,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-Retro-Vintage-Frame-Bulat-i.30873297.4307686811?sp_atk=5bbf4dd8-0488-4998-95f3-99e925954387&xptdk=5bbf4dd8-0488-4998-95f3-99e925954387
101,Kacamata Retro Gladys Frame Kotak Glasses ,3,Pengiriman cepat dan barang pun baguss dan baik,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
102,Kacamata Retro Gladys Frame Kotak Glasses ,3,biasaa sesuai ssaama harganyaa si murah jugaa tpi emg bagus sii,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
103,Kacamata Retro Gladys Frame Kotak Glasses ,3,Pengemasan & pengiriman termasuk lama barangnya bagus sperti di foto,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
104,Kacamata Retro Gladys Frame Kotak Glasses ,3,barangnya bagus. tapi sayang banget pengiriman nya lama..,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
105,Kacamata Retro Gladys Frame Kotak Glasses ,2,Kacamatanya lengkap tapi semuanya gores2 dan 1 patah. Padahal ini pesenan untuk konsumen loh,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
106,Kacamata Retro Gladys Frame Kotak Glasses ,2,Kocak. Pesen yg kotak besar titik 3 malah dikirim yg kotak kecil gitu. Kalo gaada yg kotak besar titik 3 kirimnya yg harganya samaan juga dong. Inimah kan harganya juga beda.,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
107,Kacamata Retro Gladys Frame Kotak Glasses ,4,Barang sampai dengan selamat . dan bagus juga barang nya suka love lah . walau harganya terjangkau ya.,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
108,Kacamata Retro Gladys Frame Kotak Glasses ,4,Ada suara gitu pas di gerakin kacamata nya jadi gimana gitu pakenya Liat aja di video aku gak ngerti jelasinnya but desain nya lucu thanks,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
109,Kacamata Retro Gladys Frame Kotak Glasses ,1,Mungkin karena banyaknya orderan . sampe gak ada quality check nya. Yg pecah dan gak mulus pun dikirim. packaging aman. coba beli di bbrp toko . cuman ini yg pengirimannya lama.,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
110,Kacamata Retro Gladys Frame Kotak Glasses ,5,lucu banget . bahannya tebel tapi tetep enteng dan kayk ga gampang patah gitu . framenya dari mika . dipakenya juga nyaman . nyampenya sekitar semingguan dibungkus dgn aman jugaa,https://shopee.co.id/Kacamata-Retro-Gladys-Frame-Kotak-Glasses-Kacamata-Hitam-Wanita-Fashion-Retro-Vintage-Sunglasses-Korean-Import-i.28824240.13773858387?sp_atk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1&xptdk=6803c7e2-7ace-44e9-a01a-5c7cad17c4f1
111,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,3,Baik tapi pengirimannya lama tapi tetep suka kok trimaksih,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
112,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,3,Padahal persennya Framenya hitam kacanya Oren tapi yang dateng farme hitam kacanya pun hitam huhu tapi gapapa lah,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
113,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,3,Bagus sangat . lumayan tebal juga . semoga awet aja . pengiriman standar . untuk batangnya agak menceng jadi kendor makenya,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
114,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,3,Bagus . cuman salah warna malah item datengnya,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
115,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,2,gajelas . jujur aku excited bgt sm kcamata ini dan aku ud nnggu ini dri lama . skitar 1-2 minggu an. dan yg datang wrna hitam . pdhl aku belinya wrna orange. lmyan bgus si bhannya tp ud kburu ksel krna wrnany beda.,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
116,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,2,pengiriman cepat tapi pesanan tidak lengkap dan tidak ada konfirmasi terlebih dahulu,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
117,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,4,baguss bgtt gilasehh ga expect sebagus ini dengan harga segitu walau lama pengiriman nya lama tapi its okeyy,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
118,Kacamata UV400 Bentuk Oval Gaya Korea Retro Untuk Pria Dan Wanita,4,Nah ini waranya oren bener bener yg oren gt tp bentuknya rada aneh dikit tp kl dipake ttp kece sih keren,https://shopee.co.id/Kacamata-UV400-Bentuk-Oval-Gaya-Korea-Retro-Untuk-Pria-Dan-Wanita-i.47678487.13204810382?sp_atk=6eb4c197-6186-4892-8854-dabb8173e8a7&xptdk=6eb4c197-6186-4892-8854-dabb8173e8a7
